"ID" "CONTEXT" "NKJP" "Pantera" "WMBT" "WCRFT" "Concraft"
3312 "zapominają o dobrych manierach nie poczęstował >>Olszaka<< . Krótkie wahanie . - " "subst:sg:gen:m1" "subst:sg:gen:m3" "subst:sg:gen:m3" "subst:sg:gen:m3" "subst:sg:gen:m3"
3324 "Był tutaj - oświadczył . Połączono >>go<< z obchodami 70-lecia szkoły . " "ppron3:sg:gen:m3:ter:nakc:npraep" "ppron3:sg:acc:m3:ter:nakc:npraep" "ppron3:sg:acc:m3:ter:nakc:npraep" "ppron3:sg:acc:m3:ter:nakc:npraep" "ppron3:sg:acc:m3:ter:nakc:npraep"
3327 "oświadczył . Połączono go z obchodami >>70-lecia<< szkoły . Czy więc szkoła " "subst:sg:gen:n" "ign" "ign" "adj:sg:gen:m3:pos" "num:pl:nom:m3:rec"
3344 "Niestety , jej nowy przewodniczący , >>podobnie<< jak Małgorzata Olifierko , przewodnicząca " "conj" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
3357 "Gospodarowania Zasobami Mieszkaniowymi , oraz Stefania >>Garniec<< , członkini rady nadzorczej , " "subst:sg:nom:f" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
3367 "nadzorczej , nie pozwolili sobie zrobić >>zdjęcia<< . W tym krótkim okresie " "subst:sg:gen:n" "subst:pl:acc:n" "subst:pl:acc:n" "subst:pl:acc:n" "subst:pl:acc:n"
3407 "19 osób mieszkających na terenie działania >>LGD<< . Nie odmawiamy im i " "subst:sg:gen:f" "ign" "ign" "subst:sg:gen:n" "subst:sg:gen:n"
3440 ". Zadanie dotyczy odcinka o długości >>0,46438<< km . Samorządowcy z Lubiewa " "num:pl:gen:m3:congr" "ign" "ign" "num:pl:gen:m3:congr" "num:pl:gen:m3:congr"
3468 ". Przychodnia dotkliwie odczuła więc jego >>brak<< . Dlatego też zapis w " "subst:sg:acc:m3" "subst:sg:nom:m3" "pred" "subst:sg:nom:m3" "subst:sg:nom:m3"
3476 "Dlatego też zapis w poz . >>108<< jest zero . Wielu z " "adj:sg:loc:f:pos" "ign" "ign" "num:pl:nom:f:rec" "adj:sg:nom:f:pos"
3562 "osoby uprawiające malarstwo i rzeźbę , >>określane<< terminami : twórcy ludowi , " "ppas:pl:nom:f:imperf:aff" "ppas:pl:nom:m3:imperf:aff" "ppas:pl:nom:m3:imperf:aff" "ppas:pl:nom:m3:imperf:aff" "ppas:pl:acc:m3:imperf:aff"
3593 "o inne przestępstwo : art . >>166<< &quot; Kto bez wymaganego zezwolenia " "adj:sg:nom:m3:pos" "ign" "ign" "adj:sg:loc:m3:pos" "num:pl:nom:n:rec"
3608 "&quot; , gdyż sprawca nie proponuje >>nabycie<< papierów niedopuszczonych do obrotu , " "ger:sg:gen:n:perf:aff" "ger:sg:acc:n:perf:aff" "ger:sg:acc:n:perf:aff" "ger:sg:nom:n:perf:aff" "ger:sg:acc:n:perf:aff"
3619 ", a jedynie pośrednictwo w nabyciu >>pap<< . dopuszczonych do obrotu na " "brev:pun" "subst:pl:gen:f" "subst:sg:loc:f" "subst:sg:gen:f" "subst:sg:gen:f"
3659 "mieście po rynkach po wszystkim mówię >>może<< se kupie jakiś ciuch na " "fin:sg:ter:imperf" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
3661 "rynkach po wszystkim mówię może se >>kupie<< jakiś ciuch na to wesele " "fin:sg:pri:perf" "subst:pl:acc:f" "subst:pl:acc:f" "subst:sg:dat:f" "subst:sg:loc:f"
3671 "to wesele – białą też ? >>drak<< tak śmiesznie wygląda teraz wiesz " "subst:sg:nom:m1" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
3700 "pracy bębenkiem pomocniczym , przy ręcznym >>nawijaniu<< , niedopuszczalne jest stosowanie lin " "ger:sg:loc:n:imperf:aff" "subst:sg:loc:n" "subst:sg:loc:n" "subst:sg:loc:n" "subst:sg:loc:n"
3730 "przeszkolenie , o którym mowa w >>ust<< . 1 . W Islamabadzie " "brev:pun" "subst:pl:gen:n" "subst:pl:gen:n" "subst:pl:gen:n" "subst:pl:gen:n"
3741 "Islamabadzie rozeszły się w minionym tygodniu >>pogłoski<< o możliwości ataku wojsk indyjskich " "subst:pl:nom:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
3796 "Lewicy Demokratycznej nie zgadza się z >>zapowiedzianym<< przez premiera Jerzego Buzka przesunięciem " "ppas:sg:inst:n:perf:aff" "ppas:sg:inst:m3:perf:aff" "ppas:sg:inst:m1:perf:aff" "ppas:sg:inst:m3:perf:aff" "ppas:sg:inst:m3:perf:aff"
3869 "dni między 18 . 00 a >>8<< . 00 cena połączenia międzymiastowego " "adj:sg:inst:f:pos" "ign" "ign" "adj:sg:nom:f:pos" "adj:sg:loc:f:pos"
3878 "cena połączenia międzymiastowego zostanie obniżona z >>39<< do 34 gr za minutę " "num:pl:gen:m3:congr" "ign" "ign" "num:pl:gen:f:congr" "num:pl:gen:m3:rec"
3920 "Tam siedzi nasz umrzyk . Z >>Kasprowego<< Wierchu na Giewont droga wiedzie " "adj:sg:gen:m3:pos" "subst:sg:gen:m3" "subst:sg:gen:m3" "subst:sg:gen:m3" "subst:sg:gen:m3"
3979 "w miarę równomiernego wzrostu akumulacji zimowej >>wraz<< z wysokością jest lodowiec Stor " "adv:pos,adv:com,adv:sup" "burk" "subst:sg:acc:m3" "subst:sg:nom:m3" "burk"
3984 "zimowej wraz z wysokością jest lodowiec >>Stor<< w Norwegii ( Hagen , " "subst:sg:nom:m3" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
3997 ") ( por . rys . >>4<< . 9 ) . Akumulacja " "num:pl:nom:n:congr" "ign" "ign" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos"
3999 "por . rys . 4 . >>9<< ) . Akumulacja roczna w " "num:pl:nom:n:rec" "ign" "ign" "num:pl:nom:m3:rec" "adj:sg:nom:m3:pos"
4011 "okresie 1981 - 1985 wynosiła średnio >>79,1<< g / cm . Zasadnicze " "num:pl:acc:m3:rec" "ign" "ign" "num:pl:nom:m3:rec" "num:pl:nom:m3:rec"
4020 "cm . Zasadnicze znaczenie ma bilans >>cieplny<< powierzchni , dna i jego " "adj:sg:nom:m3:pos" "adj:sg:acc:m3:pos" "adj:sg:acc:m3:pos" "adj:sg:acc:m3:pos" "adj:sg:acc:m3:pos"
4023 "znaczenie ma bilans cieplny powierzchni , >>dna<< i jego wnętrza . Papka " "subst:sg:gen:n" "subst:sg:nom:m3" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
4025 "bilans cieplny powierzchni , dna i >>jego<< wnętrza . Papka śnieżna może " "ppron3:sg:gen:m3:ter:akc:npraep" "ppron3:sg:gen:m1:ter:akc:npraep" "ppron3:sg:gen:n:ter:akc:npraep" "ppron3:sg:gen:n:ter:akc:npraep" "ppron3:sg:gen:n:ter:akc:npraep"
4066 "lodowcach Spitsbergenu , które są słabo >>nachylone<< , ta strefa jest bardzo " "adj:pl:nom:m3:pos" "ppas:pl:nom:m3:perf:aff" "ppas:pl:nom:m3:perf:aff" "ppas:pl:nom:f:perf:aff" "ppas:pl:nom:m3:perf:aff"
4074 "ta strefa jest bardzo rozległa ( >>fot<< . 13 ) . Można " "brev:pun" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
4121 "zależności tych elementów ( rys . >>4<< . 12 ) , którą " "num:pl:nom:m3:congr" "ign" "ign" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos"
4123 "elementów ( rys . 4 . >>12<< ) , którą można wyrazić " "num:pl:nom:m3:congr" "ign" "ign" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos"
4188 "zwartego lodowca lub czapy lodowej . >>Cerber<< w portierce - stara , " "subst:sg:nom:m2" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
4255 "rozwiązaniu układu , 2 ) dostarczyć >>zakładowej<< organizacji związkowej niezbędną liczbę egzemplarzy " "adj:sg:dat:f:pos" "adj:sg:gen:f:pos" "adj:sg:dat:f:pos" "adj:sg:gen:f:pos" "adj:sg:gen:f:pos"
4256 "układu , 2 ) dostarczyć zakładowej >>organizacji<< związkowej niezbędną liczbę egzemplarzy układu " "subst:sg:dat:f" "subst:sg:gen:f" "subst:sg:dat:f" "subst:sg:gen:f" "subst:sg:gen:f"
4257 ", 2 ) dostarczyć zakładowej organizacji >>związkowej<< niezbędną liczbę egzemplarzy układu , " "adj:sg:dat:f:pos" "adj:sg:gen:f:pos" "adj:sg:dat:f:pos" "adj:sg:gen:f:pos" "adj:sg:gen:f:pos"
4295 "regulacje życia społecznego , przyjmując za >>ich<< podstawę tę postać liberalizmu , " "ppron3:pl:gen:f:ter:akc:npraep" "ppron3:pl:gen:m1:ter:akc:npraep" "ppron3:pl:gen:m1:ter:akc:npraep" "ppron3:pl:gen:m1:ter:akc:npraep" "ppron3:pl:gen:m1:ter:akc:npraep"
4305 "liberalizmu , którą głosiła np . >>Ayn<< Rand w swej filozofii tzw " "subst:sg:nom:f" "ign" "ign" "subst:sg:nom:m2" "subst:sg:nom:m3"
4306 ", którą głosiła np . Ayn >>Rand<< w swej filozofii tzw . " "subst:sg:nom:f" "subst:sg:nom:m2" "subst:sg:nom:m2" "subst:sg:nom:m2" "subst:sg:nom:m2"
4356 "się wytworzonym przez magię pozorem - >>wsparty<< na kosturze białowłosy był wysoki " "ppas:sg:nom:m1:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff"
4395 "ruszaj się . - Bracie - >>napięcie<< rozładował , podchodząc , któryś " "subst:sg:acc:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
4430 "dziećmi . Z prawej wyskoczył cwałem >>ciężkozbrojny<< bez hełmu , schylił się " "adj:sg:nom:m1:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos"
4440 "schylił się , usiłując chwycić za >>szory<< zaprzęgu . Co nie zostawia " "subst:pl:acc:n" "subst:pl:acc:m3" "subst:pl:acc:m3" "subst:pl:acc:m3" "subst:pl:acc:m3"
4474 "Wręcz przeciwnie . Jak się mają >>sprawy<< ? Inaczej możemy mieć kłopoty " "subst:pl:nom:f" "subst:sg:gen:f" "subst:pl:acc:f" "subst:pl:acc:f" "subst:sg:gen:f"
4490 "chyba nawet yyy nie ta liczba >>tylko<< ona jest plusem ta liczba " "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
4504 "O niespodzianej godzinie . W prasie >>pojawił<< się nawet zarys projektu hotelu " "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl"
4511 "się nawet zarys projektu hotelu dla >>80<< - 100 gości . - " "num:pl:gen:m1:congr" "ign" "ign" "num:pl:gen:m3:congr" "adj:sg:gen:m3:pos"
4513 "zarys projektu hotelu dla 80 - >>100<< gości . - stacja miała " "num:pl:gen:m1:congr" "ign" "ign" "num:pl:nom:m1:rec" "num:pl:nom:m1:rec"
4543 "- odezwał em się . - >>A<< czy ja mu tego kiedykolwiek " "qub:wok,qub:nwok" "conj" "conj" "conj" "conj"
4600 "uratować im życie ! – Lesiu >>którego<< ty to nie liczę ci " "adj:sg:acc:m2:pos" "adj:sg:gen:m3:pos" "adj:sg:gen:m3:pos" "adj:sg:gen:m1:pos" "adj:sg:gen:m1:pos"
4616 "jesz – bo bardzo fajnie – >>dzisiej<< nie myła m ale . " "adv:pos,adv:com,adv:sup" "ign" "ign" "subst:sg:nom:m1" "subst:sg:gen:f"
4630 "przecież jej sympatycznie powiedział Rządek Indian >>Chamula<< patrzył w milczeniu z wysokiego " "subst:pl:nom:m1" "ign" "ign" "subst:sg:gen:m1" "subst:sg:gen:f"
4631 "jej sympatycznie powiedział Rządek Indian Chamula >>patrzył<< w milczeniu z wysokiego muru " "praet:sg:m3:imperf:agl,praet:sg:m3:imperf:nagl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl"
4639 "milczeniu z wysokiego muru . Opadał >>kurz<< w uliczce i cuchnęły w " "subst:sg:nom:m3" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3"
4643 ". Opadał kurz w uliczce i >>cuchnęły<< w upale spaliny pracujących silników " "praet:pl:n:imperf:nagl,praet:pl:n:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl"
4678 "nieznajomy . Jeszcze ktoś był w >>chacie<< ; dopiero chrapliwy , powolny " "subst:sg:loc:f" "subst:sg:loc:m3" "subst:sg:loc:m3" "subst:sg:loc:m3" "subst:sg:loc:m3"
4688 ", powolny oddech spoza rzadkiego przepierzenia >>zwrócił<< moją uwagę na człowieka leżącego " "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl"
4704 "wysokim jak stół . Gdy rozpędzał >>je<< kamień , uciekały w krzaki " "ppron3:pl:acc:m2:ter:akc:npraep" "ppron3:pl:acc:m3:ter:akc:npraep" "ppron3:pl:acc:f:ter:akc:npraep" "ppron3:pl:acc:m3:ter:akc:npraep" "ppron3:pl:acc:f:ter:akc:npraep"
4707 ". Gdy rozpędzał je kamień , >>uciekały<< w krzaki z pyskami wbitymi " "praet:pl:m2:imperf:nagl,praet:pl:m2:imperf:agl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:m3:imperf:agl,praet:pl:m3:imperf:nagl" "praet:pl:m3:imperf:agl,praet:pl:m3:imperf:nagl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl"
4733 "Czytam raporty poprzednich grup : &quot; >>I<< grupa szturmowa , godz . " "adj:sg:nom:f:pos" "conj" "conj" "conj" "conj"
4739 "I grupa szturmowa , godz . >>13<< . 00 ( a więc " "adj:sg:nom:f:pos" "ign" "ign" "adj:sg:loc:f:pos" "adj:sg:loc:f:pos"
4763 "nr 22 zawierający trzy racje « >>J<< » . Śmiałek &quot; . " "brev:npun" "brev:pun" "brev:pun" "brev:pun" "brev:pun"
4786 "Borgesa ( a napisana przez Pawła >>Dunin<< - Wąsowicza ) . - " "subst:sg:acc:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
4788 "a napisana przez Pawła Dunin - >>Wąsowicza<< ) . - Czy reżyser " "subst:sg:acc:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1"
4824 "epok i kultur , np . >>Duke’a<< Ellingtona z Henrym Purcellem we " "subst:sg:gen:m1" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:m3"
4825 "i kultur , np . Duke’a >>Ellingtona<< z Henrym Purcellem we własnej " "subst:sg:gen:m1" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:f"
4836 "własnej wersji &quot; Hamleta &quot; , >>Weberna<< z Mahlerem i Mozartem w " "subst:sg:gen:m1" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:f"
4860 "w spektaklu &quot; Notre Faust &quot; >>czy<< Mozarta z zespołem Queen ( " "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
4867 "Mozarta z zespołem Queen ( &quot; >>Le<< Presbytère &quot; ) . Chyba " "subst:sg:nom:m3" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
4868 "z zespołem Queen ( &quot; Le >>Presbytère<< &quot; ) . Chyba że " "subst:sg:nom:m3" "ign" "ign" "subst:sg:nom:n" "subst:sg:nom:n"
4885 "albo na pielgrzymkę do Mekki . >>2007<< - to najgorszy rok w " "adj:sg:nom:m3:pos" "ign" "ign" "num:pl:nom:m3:rec" "num:pl:nom:m3:rec"
4931 "te wybory wymagają od nas dużo >>więcej<< rozwagi i wysiłku niż jakiekolwiek " "num:pl:gen:f:congr" "num:pl:acc:f:rec" "num:pl:acc:f:rec" "num:pl:acc:f:rec" "num:pl:nom:n:rec"
4936 "dużo więcej rozwagi i wysiłku niż >>jakiekolwiek<< wcześniej . O konieczności zmian " "adj:pl:nom:n:pos" "adj:pl:nom:m3:pos" "adj:sg:nom:n:pos" "adj:pl:acc:m3:pos" "adj:pl:acc:f:pos"
4952 ". Z emocjami , ale bez >>kłótni<< . Byli to ludzie niewątpliwie " "subst:pl:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
4963 "niewątpliwie obdarzeni ponadprzeciętnymi zdolnościami , choć >>de<< facto nie wykonywali tych czynności " "qub:wok,qub:nwok" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
5000 "Arpat Wigand - komendant policji i >>SS<< w Warszawie . Najszybciej może " "subst:sg:gen:n" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
5022 "tracą elastyczność , stają się coraz >>węższe<< , co wymaga od serca " "adj:pl:nom:n:com" "adj:pl:nom:m3:com" "adj:pl:nom:f:com" "adj:pl:nom:m3:com" "adj:pl:nom:m3:com"
5074 "zmywarkę . Ewa i Krzysztof Przybyłowie >>z<< 10-letnim Marcinem mieszkali dotychczas u " "prep:inst:nwok" "prep:gen:nwok" "prep:inst:nwok" "prep:gen:nwok" "prep:gen:nwok"
5075 ". Ewa i Krzysztof Przybyłowie z >>10-letnim<< Marcinem mieszkali dotychczas u rodziców " "adj:sg:inst:m1:pos" "ign" "ign" "num:pl:gen:m3:congr" "adj:sg:gen:m3:pos"
5134 "w Chinach . - Oznacza to >>lekkie<< , okresowe obniżenie tempa wzrostu " "adj:sg:acc:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos"
5136 ". - Oznacza to lekkie , >>okresowe<< obniżenie tempa wzrostu popytu krajowego " "adj:sg:acc:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos"
5137 "- Oznacza to lekkie , okresowe >>obniżenie<< tempa wzrostu popytu krajowego , " "ger:sg:acc:n:perf:aff" "ger:sg:nom:n:perf:aff" "subst:sg:nom:n" "ger:sg:nom:n:perf:aff" "ger:sg:nom:n:perf:aff"
5277 "do nowej partii - Ruchu Społecznego >>AWS<< . . . Nowym zjawiskiem " "subst:sg:nom:f" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
5301 "przybywa kontraktów denominowanych w złotych . >>Sześć<< czubatych łyżek zmiażdżonych lub zmielonych " "num:pl:acc:f:rec" "num:pl:nom:f:rec" "num:pl:nom:m3:rec" "num:pl:nom:f:rec" "num:pl:nom:f:rec"
5304 "w złotych . Sześć czubatych łyżek >>zmiażdżonych<< lub zmielonych nasion mieszamy z " "ppas:pl:gen:n:perf:aff" "ppas:pl:gen:f:perf:aff" "ppas:pl:gen:f:perf:aff" "ppas:pl:gen:f:perf:aff" "ppas:pl:gen:f:perf:aff"
5314 "mieszamy z zimną wodą . Po >>10<< - 20 minutach kompres należy " "num:pl:loc:f:rec" "ign" "ign" "num:pl:acc:m3:rec" "adj:sg:loc:f:pos"
5319 "Po 10 - 20 minutach kompres >>należy<< zdjąć . &quot; Wprost &quot; " "fin:sg:ter:perf" "fin:sg:ter:imperf" "fin:sg:ter:imperf" "fin:sg:ter:imperf" "fin:sg:ter:imperf"
5323 "minutach kompres należy zdjąć . &quot; >>Wprost<< &quot; : - Czy powierzenie " "subst:sg:nom:m3" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
5406 "chorego wodą o temperaturze 20 - >>30<< ° C i wytarciem jego " "num:pl:gen:m3:congr" "ign" "ign" "num:pl:nom:m3:rec" "num:pl:nom:m3:congr"
5414 "C i wytarciem jego ciała do >>sucha<< . ZK : - A " "adjp" "subst:sg:nom:f" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos" "adj:sg:voc:f:pos"
5416 "wytarciem jego ciała do sucha . >>ZK<< : - A to , " "brev:pun" "subst:sg:nom:m3" "subst:sg:gen:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
5438 "stylu kostiumowego serialu telewizyjnego . &quot; >>Wprost<< &quot; od dawna przeszkadza wielu " "subst:sg:nom:m3" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
5441 "telewizyjnego . &quot; Wprost &quot; od >>dawna<< przeszkadza wielu politykom i nieuczciwym " "adjp" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos"
5507 "nowego systemu po wyborach parlamentarnych . >>1<< . Cel merytoryczny : rozwiązać " "adj:sg:nom:m3:pos" "ign" "ign" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos"
5579 "silnym antyutleniaczem , skuteczniejszym od witaminy >>A<< , E i C . " "subst:sg:nom:f" "brev:pun" "brev:pun" "conj" "conj"
5581 ", skuteczniejszym od witaminy A , >>E<< i C . Weiss studiował " "subst:sg:nom:f" "brev:pun" "interj" "interj" "interj"
5583 "od witaminy A , E i >>C<< . Weiss studiował chemię , " "subst:sg:nom:f" "brev:pun" "brev:pun" "brev:pun" "brev:pun"
5611 "wymagało by to odpowiedniej ustawy , >>w<< której uchwalenie wątpię . W " "prep:acc:nwok" "prep:loc:nwok" "prep:loc:nwok" "prep:loc:nwok" "prep:loc:nwok"
5612 "by to odpowiedniej ustawy , w >>której<< uchwalenie wątpię . W przeciwieństwie " "adj:sg:gen:f:pos" "adj:sg:loc:f:pos" "adj:sg:loc:f:pos" "adj:sg:loc:f:pos" "adj:sg:loc:f:pos"
5623 "przeciwieństwie do milionów katolików metrykalnych , >>manifestujący<< swój związek z Kościołem jedynie " "pact:pl:nom:m1:imperf:aff" "pact:sg:nom:m3:imperf:aff" "pact:sg:nom:m1:imperf:aff" "pact:sg:nom:m3:imperf:aff" "pact:sg:nom:m1:imperf:aff"
5701 ", to - użyję sformułowania Jana >>Marii<< Rokity - niech &quot; umiera " "subst:pl:gen:m1" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
5702 "to - użyję sformułowania Jana Marii >>Rokity<< - niech &quot; umiera pod " "subst:pl:gen:m1" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
5718 ". Andrzej Mackiewicz jest laureatem wielu >>znaczących<< wyróżnień : m.in . wielokrotnie " "pact:pl:gen:n:imperf:aff" "adj:pl:gen:n:pos" "adj:pl:gen:n:pos" "adj:pl:gen:m1:pos" "adj:pl:gen:n:pos"
5721 "jest laureatem wielu znaczących wyróżnień : >>m.in<< . wielokrotnie Nagrody Ministra Zdrowia " "brev:pun" "brev:npun" "brev:pun" "brev:pun" "brev:pun"
5746 "Reumatologicznego . Dotychczas otrzymało ją dwóch >>polskich<< uczonych - profesorowie Mieczysław Chorąży " "adj:pl:acc:m1:pos" "adj:pl:gen:m1:pos" "adj:pl:gen:m1:pos" "adj:pl:gen:m1:pos" "adj:pl:gen:m1:pos"
5747 ". Dotychczas otrzymało ją dwóch polskich >>uczonych<< - profesorowie Mieczysław Chorąży oraz " "subst:pl:acc:m1" "subst:pl:gen:m1" "subst:pl:gen:m1" "subst:pl:gen:m1" "subst:pl:gen:m1"
5787 "nie pożycza pieniędzy , lecz inwestuje >>je<< w wybraną spółkę , obejmując " "ppron3:pl:acc:m3:ter:akc:npraep" "ppron3:pl:acc:f:ter:akc:npraep" "ppron3:pl:acc:n:ter:akc:npraep" "ppron3:pl:acc:f:ter:akc:npraep" "ppron3:pl:acc:n:ter:akc:npraep"
5789 "pieniędzy , lecz inwestuje je w >>wybraną<< spółkę , obejmując w zamian " "ppas:sg:acc:f:perf:aff" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos"
5794 "w wybraną spółkę , obejmując w >>zamian<< określony pakiet akcji . Rzadko " "burk" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3"
5841 "Sejmu czy Rady Ministrów . Hanna >>Gronkiewicz<< - Waltz jest prezesem NBP " "subst:sg:nom:f" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
5843 "Rady Ministrów . Hanna Gronkiewicz - >>Waltz<< jest prezesem NBP od marca " "subst:sg:nom:f" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
5886 "popadania w nastroje mesjanistyczne . - >>Co<< polski Kościół wniesie do Europy " "subst:sg:acc:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
5919 "kaszel , osłaniają bowiem błony śluzowe >>krtani<< i górnych dróg oddechowych . " "subst:sg:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
5940 "moczymy przez godzinę . Kobieta Europy >>'93<< i Kobieta Roku '94 , " "adj:sg:gen:m3:pos" "interp" "interp" "interp" "interp"
5944 "Kobieta Europy '93 i Kobieta Roku >>'94<< , szefowa Polskiej Akcji Humanitarnej " "adj:sg:gen:m3:pos" "interp" "interp" "interp" "interp"
5970 "poprawiający pamięć starzejącej się komórki . >>Jeden<< z dużych transportów ( prawie " "adj:sg:acc:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m1:pos" "adj:sg:nom:m1:pos" "adj:sg:nom:m3:pos"
5977 "z dużych transportów ( prawie 10 >>t<< ) , zorganizowany przez polsko " "brev:npun" "brev:pun" "brev:pun" "brev:pun" "brev:pun"
5980 "( prawie 10 t ) , >>zorganizowany<< przez polsko - rosyjski gang " "ppas:sg:acc:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff"
5982 "10 t ) , zorganizowany przez >>polsko<< - rosyjski gang , przechwycili " "adja" "subst:sg:voc:f" "adv:pos" "adv:pos" "adv:pos"
